symbol,search_date,prediction_date,days_diff,model_type,decision,confidence,predicted_sign,actual_sign,correct,weighted_score,crowd_count
AMD,2024-02-21,2024-04-03,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AMD,2024-07-16,2024-07-17,1,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AMD,2024-07-16,2024-07-19,3,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AMD,2024-07-16,2024-07-25,7,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AMD,2024-07-16,2024-08-06,15,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AMD,2024-07-16,2024-08-27,30,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AMD,2024-10-29,2024-10-30,1,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
AMD,2024-10-29,2024-11-01,3,crowd_aggregate,down,85.02433545488582,-1,-1.0,1,85.02433545488582,26
AMD,2024-10-29,2024-11-07,7,crowd_aggregate,up,89.22906194921339,1,-1.0,0,-89.22906194921339,26
AMD,2024-10-29,2024-11-20,15,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AMD,2024-10-29,2024-12-12,30,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AMGN,2024-05-02,2024-05-03,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AMGN,2024-05-02,2024-05-07,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AMGN,2024-05-02,2024-05-13,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AMGN,2024-05-02,2024-05-23,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AMGN,2024-05-02,2024-06-14,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-06-12,2024-06-13,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-06-12,2024-06-17,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-06-12,2024-06-24,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-06-12,2024-07-05,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-06-12,2024-07-26,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-07-30,2024-07-31,1,crowd_aggregate,up,54.46551940710967,1,1.0,1,54.46551940710967,26
AVGO,2024-07-30,2024-08-02,3,crowd_aggregate,up,72.31621039680098,1,1.0,1,72.31621039680098,26
AVGO,2024-07-30,2024-08-08,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-07-30,2024-08-20,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-07-30,2024-09-11,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-09-05,2024-09-06,1,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
AVGO,2024-09-05,2024-09-10,3,crowd_aggregate,down,70.33114272953486,-1,-1.0,1,70.33114272953486,26
AVGO,2024-09-05,2024-09-16,7,crowd_aggregate,up,81.77601060304838,1,1.0,1,81.77601060304838,26
AVGO,2024-09-05,2024-09-26,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-09-05,2024-10-18,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-12-12,2024-12-13,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-12-12,2024-12-17,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-12-12,2024-12-23,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-12-12,2025-01-06,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2024-12-12,2025-01-28,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2025-04-02,2025-04-03,1,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AVGO,2025-04-02,2025-04-07,3,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
AVGO,2025-04-02,2025-04-11,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2025-04-02,2025-04-23,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2025-04-02,2025-05-14,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2025-04-08,2025-04-09,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2025-04-08,2025-04-11,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2025-04-08,2025-04-17,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2025-04-08,2025-04-29,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AVGO,2025-04-08,2025-05-20,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AXP,2025-04-08,2025-04-09,1,crowd_aggregate,down,100.0,-1,1.0,0,-100.0,26
AXP,2025-04-08,2025-04-11,3,crowd_aggregate,down,96.38514623726586,-1,1.0,0,-96.38514623726586,26
AXP,2025-04-08,2025-04-17,7,crowd_aggregate,up,81.8194061005993,1,1.0,1,81.8194061005993,26
AXP,2025-04-08,2025-04-29,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
AXP,2025-04-08,2025-05-20,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
BA,2025-04-02,2025-04-03,1,crowd_aggregate,up,69.0993593769627,1,-1.0,0,-69.0993593769627,26
BA,2025-04-02,2025-04-07,3,crowd_aggregate,down,54.95093666369313,-1,-1.0,1,54.95093666369313,26
BA,2025-04-02,2025-04-11,7,crowd_aggregate,down,77.08047140481527,-1,-1.0,1,77.08047140481527,25
BA,2025-04-02,2025-04-23,15,crowd_aggregate,down,53.634353377559016,-1,1.0,0,-53.634353377559016,26
BA,2025-04-02,2025-05-14,30,crowd_aggregate,up,71.31174569676185,1,1.0,1,71.31174569676185,26
BA,2025-04-08,2025-04-09,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
BA,2025-04-08,2025-04-11,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
BA,2025-04-08,2025-04-17,7,crowd_aggregate,up,93.12242090784044,1,1.0,1,93.12242090784044,26
BA,2025-04-08,2025-04-29,15,crowd_aggregate,down,84.37933907247987,-1,1.0,0,-84.37933907247987,26
BA,2025-04-08,2025-05-20,30,crowd_aggregate,up,82.82943909501044,1,1.0,1,82.82943909501044,26
BAC,2025-04-02,2025-04-03,1,crowd_aggregate,down,95.84199584199584,-1,-1.0,1,95.84199584199584,26
BAC,2025-04-02,2025-04-07,3,crowd_aggregate,down,92.32029490067582,-1,-1.0,1,92.32029490067582,26
BAC,2025-04-02,2025-04-11,7,crowd_aggregate,down,91.858098284385,-1,-1.0,1,91.858098284385,26
BAC,2025-04-02,2025-04-23,15,crowd_aggregate,down,73.1357109773043,-1,-1.0,1,73.1357109773043,26
BAC,2025-04-02,2025-05-14,30,crowd_aggregate,down,75.093399750934,-1,1.0,0,-75.093399750934,26
BKNG,2024-02-22,2024-02-23,1,crowd_aggregate,down,74.088065163499,-1,-1.0,1,74.088065163499,26
BKNG,2024-02-22,2024-02-27,3,crowd_aggregate,down,69.7529291900153,-1,-1.0,1,69.7529291900153,26
BKNG,2024-02-22,2024-03-04,7,crowd_aggregate,up,72.50905189754593,1,-1.0,0,-72.50905189754593,26
BKNG,2024-02-22,2024-03-14,15,crowd_aggregate,up,91.18165784832452,1,-1.0,0,-91.18165784832452,26
BKNG,2024-02-22,2024-04-04,30,crowd_aggregate,up,94.69089193015573,1,-1.0,0,-94.69089193015573,26
BKNG,2025-04-08,2025-04-09,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,25
BKNG,2025-04-08,2025-04-11,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,25
BKNG,2025-04-08,2025-04-17,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,25
BKNG,2025-04-08,2025-04-29,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,25
BKNG,2025-04-08,2025-05-20,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,25
C,2025-04-02,2025-04-03,1,crowd_aggregate,down,52.169937398888656,-1,-1.0,1,52.169937398888656,26
C,2025-04-02,2025-04-07,3,crowd_aggregate,up,53.038866792268514,1,-1.0,0,-53.038866792268514,26
C,2025-04-02,2025-04-11,7,crowd_aggregate,up,60.91363510136073,1,-1.0,0,-60.91363510136073,26
C,2025-04-02,2025-04-23,15,crowd_aggregate,up,55.673758865248224,1,-1.0,0,-55.673758865248224,26
C,2025-04-02,2025-05-14,30,crowd_aggregate,down,52.23325062034739,-1,1.0,0,-52.23325062034739,26
CMCSA,2025-01-29,2025-01-30,1,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
CMCSA,2025-01-29,2025-02-03,3,crowd_aggregate,up,96.9951923076923,1,-1.0,0,-96.9951923076923,26
CMCSA,2025-01-29,2025-02-07,7,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
CMCSA,2025-01-29,2025-02-20,15,crowd_aggregate,up,96.49590020323778,1,-1.0,0,-96.49590020323778,26
CMCSA,2025-01-29,2025-03-13,30,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
COF,2024-11-05,2024-11-06,1,crowd_aggregate,down,72.2053331017111,-1,1.0,0,-72.2053331017111,26
COF,2024-11-05,2024-11-08,3,crowd_aggregate,down,72.60039386933812,-1,1.0,0,-72.60039386933812,26
COF,2024-11-05,2024-11-15,7,crowd_aggregate,down,70.03168079458857,-1,1.0,0,-70.03168079458857,26
COF,2024-11-05,2024-11-27,15,crowd_aggregate,down,70.42788699818273,-1,1.0,0,-70.42788699818273,26
COF,2024-11-05,2024-12-19,30,crowd_aggregate,down,57.82249980723263,-1,1.0,0,-57.82249980723263,26
COF,2025-04-08,2025-04-09,1,crowd_aggregate,up,63.225329555254405,1,1.0,1,63.225329555254405,26
COF,2025-04-08,2025-04-11,3,crowd_aggregate,up,86.48894274462285,1,1.0,1,86.48894274462285,26
COF,2025-04-08,2025-04-17,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
COF,2025-04-08,2025-04-29,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
COF,2025-04-08,2025-05-20,30,crowd_aggregate,up,97.56261044421424,1,1.0,1,97.56261044421424,26
COP,2025-04-02,2025-04-03,1,crowd_aggregate,down,96.30751052359501,-1,-1.0,1,96.30751052359501,26
COP,2025-04-02,2025-04-07,3,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
COP,2025-04-02,2025-04-11,7,crowd_aggregate,down,89.64390982235322,-1,-1.0,1,89.64390982235322,26
COP,2025-04-02,2025-04-23,15,crowd_aggregate,down,92.11160009964294,-1,-1.0,1,92.11160009964294,26
COP,2025-04-02,2025-05-14,30,crowd_aggregate,down,93.56112637362637,-1,-1.0,1,93.56112637362637,26
COP,2025-04-08,2025-04-09,1,crowd_aggregate,up,71.41825621276851,1,1.0,1,71.41825621276851,26
COP,2025-04-08,2025-04-11,3,crowd_aggregate,up,79.3832915023306,1,1.0,1,79.3832915023306,26
COP,2025-04-08,2025-04-17,7,crowd_aggregate,up,97.0268181007314,1,1.0,1,97.0268181007314,26
COP,2025-04-08,2025-04-29,15,crowd_aggregate,up,96.5034965034965,1,1.0,1,96.5034965034965,26
COP,2025-04-08,2025-05-20,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
CRM,2024-05-29,2024-05-30,1,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
CRM,2024-05-29,2024-06-03,3,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
CRM,2024-05-29,2024-06-07,7,crowd_aggregate,down,85.36491430772195,-1,-1.0,1,85.36491430772195,26
CRM,2024-05-29,2024-06-20,15,crowd_aggregate,up,58.63570391872278,1,-1.0,0,-58.63570391872278,26
CRM,2024-05-29,2024-07-12,30,crowd_aggregate,up,73.72144734182332,1,-1.0,0,-73.72144734182332,26
CRM,2024-12-03,2024-12-04,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
CRM,2024-12-03,2024-12-06,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
CRM,2024-12-03,2024-12-12,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
CRM,2024-12-03,2024-12-24,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
CRM,2024-12-03,2025-01-16,30,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
CVS,2024-04-30,2024-05-01,1,crowd_aggregate,down,88.77595560266883,-1,-1.0,1,88.77595560266883,26
CVS,2024-04-30,2024-05-03,3,crowd_aggregate,down,57.791993668799044,-1,-1.0,1,57.791993668799044,26
CVS,2024-04-30,2024-05-09,7,crowd_aggregate,up,82.66591198528371,1,-1.0,0,-82.66591198528371,26
CVS,2024-04-30,2024-05-21,15,crowd_aggregate,up,95.78262441257984,1,-1.0,0,-95.78262441257984,26
CVS,2024-04-30,2024-06-12,30,crowd_aggregate,up,96.61437760975059,1,-1.0,0,-96.61437760975059,26
CVS,2024-11-05,2024-11-06,1,crowd_aggregate,up,66.34112312521799,1,1.0,1,66.34112312521799,26
CVS,2024-11-05,2024-11-08,3,crowd_aggregate,down,72.59125499806527,-1,1.0,0,-72.59125499806527,26
CVS,2024-11-05,2024-11-15,7,crowd_aggregate,down,81.2861517522967,-1,-1.0,1,81.2861517522967,26
CVS,2024-11-05,2024-11-27,15,crowd_aggregate,up,55.70396619871881,1,1.0,1,55.70396619871881,26
CVS,2024-11-05,2024-12-19,30,crowd_aggregate,up,64.30208947402896,1,-1.0,0,-64.30208947402896,26
CVS,2025-02-11,2025-02-12,1,crowd_aggregate,down,57.25062866722548,-1,1.0,0,-57.25062866722548,26
CVS,2025-02-11,2025-02-14,3,crowd_aggregate,down,75.75169738118332,-1,1.0,0,-75.75169738118332,26
CVS,2025-02-11,2025-02-21,7,crowd_aggregate,up,68.18149891128749,1,1.0,1,68.18149891128749,25
CVS,2025-02-11,2025-03-05,15,crowd_aggregate,up,81.65485829959515,1,1.0,1,81.65485829959515,26
CVS,2025-02-11,2025-03-26,30,crowd_aggregate,up,86.69569424286405,1,1.0,1,86.69569424286405,26
DIS,2024-02-07,2024-02-08,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2024-02-07,2024-02-12,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2024-02-07,2024-02-16,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2024-02-07,2024-02-29,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2024-02-07,2024-03-21,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2025-04-08,2025-04-09,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2025-04-08,2025-04-11,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2025-04-08,2025-04-17,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2025-04-08,2025-04-29,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
DIS,2025-04-08,2025-05-20,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
EMR,2024-02-06,2024-02-07,1,crowd_aggregate,down,100.0,-1,1.0,0,-100.0,26
EMR,2024-02-06,2024-02-09,3,crowd_aggregate,down,100.0,-1,1.0,0,-100.0,26
EMR,2024-02-06,2024-02-15,7,crowd_aggregate,down,96.35036496350365,-1,1.0,0,-96.35036496350365,26
EMR,2024-02-06,2024-02-28,15,crowd_aggregate,down,100.0,-1,1.0,0,-100.0,26
EMR,2024-02-06,2024-03-20,30,crowd_aggregate,down,93.18910256410257,-1,1.0,0,-93.18910256410257,26
EMR,2025-04-08,2025-04-09,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
EMR,2025-04-08,2025-04-11,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
EMR,2025-04-08,2025-04-17,7,crowd_aggregate,up,94.13326746124869,1,1.0,1,94.13326746124869,26
EMR,2025-04-08,2025-04-29,15,crowd_aggregate,up,86.26373626373626,1,1.0,1,86.26373626373626,26
EMR,2025-04-08,2025-05-20,30,crowd_aggregate,up,79.0411142359716,1,1.0,1,79.0411142359716,26
FDX,2024-06-25,2024-06-26,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
FDX,2024-06-25,2024-06-28,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
FDX,2024-06-25,2024-07-05,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
FDX,2024-06-25,2024-07-17,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
FDX,2024-06-25,2024-08-07,30,crowd_aggregate,up,97.37463901286428,1,1.0,1,97.37463901286428,26
FDX,2024-09-19,2024-09-20,1,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
FDX,2024-09-19,2024-09-24,3,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
FDX,2024-09-19,2024-09-30,7,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
FDX,2024-09-19,2024-10-10,15,crowd_aggregate,down,70.44610967154561,-1,-1.0,1,70.44610967154561,26
FDX,2024-09-19,2024-11-01,30,crowd_aggregate,down,55.12001136202244,-1,-1.0,1,55.12001136202244,26
FDX,2025-04-08,2025-04-09,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
FDX,2025-04-08,2025-04-11,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
FDX,2025-04-08,2025-04-17,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
FDX,2025-04-08,2025-04-29,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
FDX,2025-04-08,2025-05-20,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GE,2025-04-03,2025-04-04,1,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
GE,2025-04-03,2025-04-08,3,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
GE,2025-04-03,2025-04-14,7,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
GE,2025-04-03,2025-04-24,15,crowd_aggregate,up,90.92760599888909,1,1.0,1,90.92760599888909,26
GE,2025-04-03,2025-05-15,30,crowd_aggregate,up,87.9887554306159,1,1.0,1,87.9887554306159,26
GE,2025-04-08,2025-04-09,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GE,2025-04-08,2025-04-11,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GE,2025-04-08,2025-04-17,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GE,2025-04-08,2025-04-29,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GE,2025-04-08,2025-05-20,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GOOGL,2024-04-25,2024-04-26,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GOOGL,2024-04-25,2024-04-30,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GOOGL,2024-04-25,2024-05-06,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GOOGL,2024-04-25,2024-05-16,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GOOGL,2024-04-25,2024-06-07,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GS,2024-11-05,2024-11-06,1,crowd_aggregate,down,98.48024316109422,-1,1.0,0,-98.48024316109422,26
GS,2024-11-05,2024-11-08,3,crowd_aggregate,down,98.55044453034402,-1,1.0,0,-98.55044453034402,26
GS,2024-11-05,2024-11-15,7,crowd_aggregate,down,91.85888738127545,-1,1.0,0,-91.85888738127545,26
GS,2024-11-05,2024-11-27,15,crowd_aggregate,down,83.39294839039346,-1,1.0,0,-83.39294839039346,26
GS,2024-11-05,2024-12-19,30,crowd_aggregate,down,86.07698607698607,-1,1.0,0,-86.07698607698607,26
GS,2025-04-08,2025-04-09,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GS,2025-04-08,2025-04-11,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GS,2025-04-08,2025-04-17,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
GS,2025-04-08,2025-04-29,15,crowd_aggregate,up,91.37443438914026,1,1.0,1,91.37443438914026,26
GS,2025-04-08,2025-05-20,30,crowd_aggregate,up,83.3371550867538,1,1.0,1,83.3371550867538,26
IBM,2025-01-29,2025-01-30,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
IBM,2025-01-29,2025-02-03,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
IBM,2025-01-29,2025-02-07,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
IBM,2025-01-29,2025-02-20,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
IBM,2025-01-29,2025-03-13,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
INTC,2024-01-25,2024-01-26,1,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
INTC,2024-01-25,2024-01-30,3,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
INTC,2024-01-25,2024-02-05,7,crowd_aggregate,down,56.763134152265934,-1,-1.0,1,56.763134152265934,25
INTC,2024-01-25,2024-02-15,15,crowd_aggregate,up,86.88180506362325,1,-1.0,0,-86.88180506362325,26
INTC,2024-01-25,2024-03-08,30,crowd_aggregate,up,97.67603997211248,1,-1.0,0,-97.67603997211248,26
INTC,2024-08-01,2024-08-02,1,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
INTC,2024-08-01,2024-08-06,3,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
INTC,2024-08-01,2024-08-12,7,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
INTC,2024-08-01,2024-08-22,15,crowd_aggregate,down,100.0,-1,-1.0,1,100.0,26
INTC,2024-08-01,2024-09-13,30,crowd_aggregate,down,96.77811985394143,-1,-1.0,1,96.77811985394143,26
INTC,2025-03-12,2025-03-13,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
INTC,2025-03-12,2025-03-17,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
INTC,2025-03-12,2025-03-21,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
INTC,2025-03-12,2025-04-02,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
INTC,2025-03-12,2025-04-23,30,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
INTC,2025-04-03,2025-04-04,1,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
INTC,2025-04-03,2025-04-08,3,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
INTC,2025-04-03,2025-04-14,7,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
INTC,2025-04-03,2025-04-24,15,crowd_aggregate,up,100.0,1,-1.0,0,-100.0,26
INTC,2025-04-03,2025-05-15,30,crowd_aggregate,up,94.31898878000284,1,-1.0,0,-94.31898878000284,26
INTC,2025-04-08,2025-04-09,1,crowd_aggregate,down,69.48371825219117,-1,1.0,0,-69.48371825219117,26
INTC,2025-04-08,2025-04-11,3,crowd_aggregate,up,66.23359493503924,1,1.0,1,66.23359493503924,26
INTC,2025-04-08,2025-04-17,7,crowd_aggregate,up,90.01738906421073,1,1.0,1,90.01738906421073,26
INTC,2025-04-08,2025-04-29,15,crowd_aggregate,up,93.70956146657082,1,1.0,1,93.70956146657082,26
INTC,2025-04-08,2025-05-20,30,crowd_aggregate,up,96.25748502994011,1,1.0,1,96.25748502994011,26
INTU,2025-02-25,2025-02-26,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
INTU,2025-02-25,2025-02-28,3,crowd_aggregate,up,86.07323159055301,1,1.0,1,86.07323159055301,26
INTU,2025-02-25,2025-03-06,7,crowd_aggregate,up,89.72561344131512,1,1.0,1,89.72561344131512,26
INTU,2025-02-25,2025-03-18,15,crowd_aggregate,up,90.55989583333334,1,1.0,1,90.55989583333334,25
INTU,2025-02-25,2025-04-08,30,crowd_aggregate,up,96.95326305526781,1,-1.0,0,-96.95326305526781,26
ISRG,2024-10-17,2024-10-18,1,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
ISRG,2024-10-17,2024-10-22,3,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
ISRG,2024-10-17,2024-10-28,7,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
ISRG,2024-10-17,2024-11-07,15,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
ISRG,2024-10-17,2024-12-02,30,crowd_aggregate,up,100.0,1,1.0,1,100.0,26
ISRG,2025-04-08,2025-04-09,1,crowd_aggregate,down,76.76714492562854,-1,1.0,0,-76.76714492562854,26
ISRG,2025-04-08,2025-04-11,3,crowd_aggregate,down,64.07062688201478,-1,1.0,0,-64.07062688201478,26
ISRG,2025-04-08,2025-04-17,7,crowd_aggregate,up,75.60310753714052,1,1.0,1,75.60310753714052,26
ISRG,2025-04-08,2025-04-29,15,crowd_aggregate,up,97.49436231520922,1,1.0,1,97.49436231520922,26
